file,auth_keyword
202203287.json,multidisciplinary
202203287.json,transition
202203287.json,type 1 diabetes
202203288.json,Alkaloid
202203288.json,Immunomodulatory
202203288.json,Medicinal plant
202203288.json,Phytomedicine
202203288.json,Tinospora cordifolia
202203289.json,alteration of consciousness
202203289.json,Alzheimer's disease
202203289.json,AT(N) framework
202203289.json,blood-based biomarker
202203289.json,phosphorylated tau
202203290.json,5-Hydroxymethylfurfural
202203290.json,LaMnxNi1-xO3-δ
202203290.json,Oxidation
202203290.json,Selectivity
202203290.json,Surface oxygen
202203291.json,Buddhism
202203291.json,Covid-19
202203291.json,Karuṇā
202203291.json,Merit
202203291.json,Public health
202203291.json,Thailand
202203291.json,Virtue ethics
202203292.json,attention mechanism
202203292.json,BERT
202203292.json,graph neural network
202203292.json,hashtag recommendation
202203292.json,personalization
202203292.json,Recommendation systems
202203292.json,social community
202203293.json,inquiry-based teaching
202203293.json,pre-service teacher
202203293.json,science lessons
202203293.json,Teacher's belief
202203293.json,teaching science
202203294.json,Prognostic factors
202203294.json,Reparability
202203294.json,Rotator cuff reparability score
202203294.json,Rotator cuff tear
202203295.json,CAD/CAM materials
202203295.json,glass ceramic
202203295.json,lithium disilicate
202203295.json,polishing bur
202203295.json,zirconia
202203296.json,chest radiography
202203296.json,data augmentation
202203296.json,Image classification
202203296.json,image preprocessing
202203297.json,Lauric arginate ethyl ester
202203297.json,novel antimicrobial
202203297.json,phenolic branched-chain fatty acid
202203297.json,sophorolipid
202203297.json,thiamin dilauryl sulfate
202203299.json,Alpha-mu distribution
202203299.json,Free space optical
202203299.json,Pointing Error
202203299.json,Radio frequency
202203299.json,Turbulence
202203300.json,Correction Surface
202203300.json,Geoid
202203300.json,Kriging
202203300.json,Orthometric Height
202203300.json,Thailand Geoid Model 2017
202203301.json,M-IPSS
202203301.json,myelodysplastic neoplasms
202203301.json,R-IPSS
202203302.json,actinomycete
202203302.json,midden soil waste
202203302.json,Paeniglutamicibacter quisquiliarum
202203303.json,germinoma
202203303.json,intracranial germ cell tumors
202203303.json,nongerminomatous germ cell tumors
202203303.json,radiation
202203303.json,surgery
202203303.json,tumor markers
202203305.json,aggregator
202203305.json,battery energy storage system (BESS)
202203305.json,distribution system
202203305.json,distribution system operator (DSO)
202203305.json,photovoltaic (PV) power generation
202203306.json,Buddhism
202203306.json,Dvāravatī
202203306.json,Moulded tablets
202203306.json,the miracle narratives
202203306.json,the Śrāvastī miracles
202203306.json,visual representations
202203306.json,Votive tablets
202203307.json,Electronic health education
202203307.json,Facebook
202203307.json,Health behaviors
202203307.json,Health belief model
202203307.json,Health education
202203307.json,Obesity
202203307.json,Social support
202203307.json,Thailand
202203308.json,beauty pageant
202203308.json,language teaching
202203308.json,Spanish as a foreign language
202203308.json,Thai students of Spanish
202203308.json,theme-based instruction
202203309.json,cognitive functions
202203309.json,community
202203309.json,elderly
202203309.json,healthy
202203309.json,randomized controlled trial
202203310.json,covariance structure analysis
202203310.json,Redundancy analysis
202203310.json,standard error estimate
202203311.json,caries risk assessment
202203311.json,mobile applications
202203311.json,psychometric properties
202203311.json,risk factors
202203311.json,validity
202203312.json,Brand attitude
202203312.json,Perceived behavioural control
202203312.json,Religious brand
202203312.json,Religious brand attitudes
202203312.json,Subjective norm
202203313.json,deep learning approach
202203313.json,model-based reinforcement learning
202203313.json,multi-agent reinforcement learning
202203313.json,Peer-to-peer energy trading
202203314.json,contact stability
202203314.json,hybrid robots
202203314.json,impedance control
202203314.json,soft robot applications
202203314.json,Variable stiffness pad
202203315.json,agricultural technology
202203315.json,agritech
202203315.json,agtech
202203315.json,computer vision
202203315.json,convolutional neural networks
202203315.json,sugarcane
202203316.json,attention domain
202203316.json,classification
202203316.json,feature importance
202203316.json,mild cognitive impairment
202203316.json,MoCA
202203317.json,deep reinforcement learning
202203317.json,fish school
202203317.json,foraging
202203317.json,predator avoidance
202203318.json,Anti-cheating monitoring system
202203318.json,International Chinese teaching
202203318.json,Online teaching test
202203319.json,Office workers
202203319.json,Physical fitness
202203319.json,Stress
202203319.json,Vinyasa yoga
202203320.json,Bra
202203320.json,Cardiorespiratory function
202203320.json,Metabolism
202203321.json,Locus of attention
202203321.json,Pitch shot
202203321.json,Shot accuracy
202203322.json,Blood osmolality
202203322.json,Endurance
202203322.json,High-intensity interval cycling exercise
202203322.json,Hypotonic drink
202203323.json,Coarse-grained model
202203323.json,Coronavirus
202203323.json,Envelope protein
202203323.json,Monte carlo simulation
202203324.json,Dynamic longitudinal arch angle
202203324.json,Long-distance runners plantar fasciitis
202203324.json,Plantar impulse
202203325.json,Motor performance
202203325.json,Reaction time
202203325.json,Short napping
202203325.json,Sleep deprivation
202203326.json,Cognitive task
202203326.json,Dual-task performance
202203326.json,Futsal players
202203326.json,Motor task
202203327.json,Blood perfusion
202203327.json,Hemodynamics
202203327.json,Postural changes
202203328.json,3D Bin Packing
202203328.json,Dimensioning
202203328.json,LiDAR depth camera
202203328.json,Volumetric measurement
202203329.json,Digital twin
202203329.json,Industry 4.0
202203329.json,Internet of Things (IoT)
202203329.json,NETPIE
202203329.json,Virtual Reality
202203329.json,VR
202203330.json,Alkenes
202203330.json,Aromatics
202203330.json,Hydrocracking
202203330.json,Ni/SBA-15
202203330.json,PAHs
202203330.json,Plastics
202203331.json,Dietary habits
202203331.json,Indonesia
202203331.json,Smartphone usage
202203331.json,Sugar consumption
202203331.json,University stu-dents
202203334.json,Diarrhea
202203334.json,feeding intolerance
202203334.json,hydrolyzed protein
202203334.json,peptide
202203334.json,semi-elemental formula
202203335.json,Air-jet nebulizer
202203335.json,cascade impactor
202203335.json,curcumin
202203335.json,Fast Screening Impactor
202203335.json,liposome
202203336.json,Brevundimonas diminuta
202203336.json,ceftriaxone
202203336.json,continuous ambulatory peritoneal dialysis
202203336.json,peritoneal dialysis
202203337.json,2C10 monoclonal antibody
202203337.json,calcium alginate microencapsulation
202203337.json,microencapsulation
202203337.json,porcine epidemic diarrhea virus
202203339.json,DNA gap
202203339.json,DNA protection
202203339.json,Genomic instability
202203339.json,Global hypomethylation
202203339.json,RIND-EDSBs
202203339.json,Senescence
202203339.json,Youth-DNA-GAP
202203340.json,Cryoglobulin
202203340.json,glomerulonephritis
202203340.json,kidney pathology
202203340.json,monoclonal gammopathy
202203340.json,vasculitis
202203341.json,adolescents
202203341.json,HIV prevention
202203341.json,HIV testing
202203341.json,HIV treatment
202203341.json,men who have sex with men (MSM)
202203342.json,Angklung
202203342.json,elderly
202203342.json,group music activities
202203342.json,Internet of Things
202203342.json,IoT
202203342.json,music activities
202203343.json,16S rRNA gene
202203343.json,actinomycete
202203343.json,peat swamp forest
202203343.json,Streptomyces
202203343.json,whole-genome analysis
202203344.json,Hybrid inorganic-organic material
202203344.json,manganese halide
202203344.json,photoluminescence
202203347.json,data augmentation
202203347.json,preprocessing
202203347.json,template matching
202203347.json,Xception
202203347.json,YOLO
202203348.json,Intervention mapping
202203348.json,Primary care
202203348.json,Smokers
202203348.json,Smoking cessation
202203348.json,Smoking status
202203348.json,Telephone counseling
202203349.json,emerging viral infectious disease
202203349.json,Monkeypox virus
202203349.json,MPXV
202203349.json,outbreak
202203349.json,zoonosis
202203350.json,Cross-cultural
202203350.json,Gift recipient
202203350.json,Gift-giving
202203350.json,Relationship closeness
202203350.json,Self-construal
202203351.json,Thailand
202203351.json,Veterinary education
202203354.json,Colorectal carcinoma
202203354.json,Immune cells
202203354.json,Immunofluorescence
202203354.json,P16ink4a
202203355.json,Chemoembolization
202203355.json,Hepatectomy
202203355.json,Hepatocellular carcinoma
202203355.json,Liver neoplasms
202203355.json,Survival
202203357.json,Bibliographies
202203357.json,Healthcare performance
202203357.json,Hospitals
202203357.json,innovation manage-ment
202203357.json,Innovation management
202203357.json,integrated management
202203357.json,ISO Standards
202203357.json,quality management
202203357.json,sustainability
202203357.json,Systematics
202203357.json,Technological innovation
202203357.json,Total quality management
202203358.json,Clinical infrastructure
202203358.json,Collimator
202203358.json,Dosimetry
202203358.json,Pre-clinical in vivo studies
202203358.json,Proton pencil beam scanning
202203358.json,Small field irradiation
202203359.json,major depression
202203359.json,mood disorders
202203359.json,neuroimmune
202203359.json,oxidative stress
202203359.json,precision medicine models
202203359.json,psychiatry
202203360.json,adhesion-cohesion force
202203360.json,dipping process
202203360.json,interfacial force
202203360.json,mechanical properties
202203360.json,natural rubber gloves
202203360.json,natural rubber latex
202203360.json,physical properties
202203360.json,stoneware hand moulds
202203360.json,surface properties
202203361.json,inflammation
202203361.json,neuroimmune
202203361.json,oxidative stress
202203361.json,psychiatry
202203361.json,psychosis
202203361.json,schizophrenia
202203362.json,Herbal medicine
202203362.json,holistic health belief
202203362.json,Indonesia
202203362.json,knowledge
202203362.json,magical health belief
202203362.json,pro-CAM attitude
202203363.json,2-DOF planar manipulator
202203363.json,FPPCA
202203363.json,Gauss-Newton method
202203363.json,object detection
202203363.json,physical parameters
202203364.json,endovascular aortic repair
202203364.json,Infected aortic aneurysm
202203364.json,open aneurysm repair
202203364.json,thoracic endovascular aortic repair
202203365.json,Collaborative Capability
202203365.json,Eco-Design
202203365.json,Food and Beverages
202203365.json,Investment Recovery
202203365.json,Organizational Performance
202203365.json,Thailand
202203366.json,complication
202203366.json,head
202203366.json,hospital stay
202203366.json,incision
202203366.json,neck infection
202203366.json,Parotid abscess
202203367.json,Distributed ledger technology
202203367.json,NIST cybersecurity frameworks
202203367.json,Renewable energy certificate
202203368.json,COVID-19
202203368.json,Employee Performance
202203368.json,Environment
202203368.json,Job Security
202203368.json,Labor Intensity
202203368.json,Reward
202203368.json,Telework
202203368.json,Thailand
202203368.json,Time Management
202203368.json,Working from Home
202203369.json,Corneal healing
202203369.json,Deep corneal ulcer
202203369.json,Dog
202203369.json,Nictitating membrane flap
202203369.json,Non-infectious ulcerative keratitis
202203370.json,Chemosensor
202203370.json,DFT
202203370.json,gold
202203370.json,polydiacetylene
202203370.json,rhodamine
202203371.json,Couple relationships
202203371.json,Culture
202203371.json,Marriage
202203371.json,Relationship standards
202203371.json,Thailand
202203372.json,Chitosan
202203372.json,Gingivitis
202203372.json,Hydrogel
202203372.json,Phycocyanin
202203372.json,Pluronic f-127
202203373.json,CdSe thin film
202203373.json,electrical
202203373.json,morphological
202203373.json,optical
202203373.json,Spray pyrolysis technique
202203373.json,structural
202203374.json,Bangkok
202203374.json,Islamic Music
202203374.json,Music
202203374.json,Muslim Music
202203374.json,Nasep Music
202203374.json,Zainub Band
202203375.json,Antibiotic resistance
202203375.json,beta-lactamase
202203375.json,data science
202203375.json,drug discovery
202203375.json,NDM-1
202203375.json,QSAR
202203376.json,Aeromonas spp
202203376.json,grazing duck
202203376.json,Salmonella spp
202203376.json,tilapia
202203376.json,Vibrio spp
202203378.json,Herbal medicine
202203378.json,Holistic health belief
202203378.json,Indonesia
202203378.json,Knowledge
202203378.json,Magical health belief
202203378.json,Pro-CAM attitude
202203379.json,Cleaning effectiveness
202203379.json,Decontamination
202203379.json,Healing abutment
202203379.json,Reuse
202203379.json,Surface properties
202203380.json,demand response
202203380.json,direct load control
202203380.json,domestic loads
202203380.json,dynamic voltage control
202203380.json,PV systems
202203381.json,Kidney Damage
202203381.json,Lead acetate
202203381.json,Liver Damage
202203381.json,Medicinal Plants
202203381.json,Parsley
202203383.json,cellulose
202203383.json,mechanical treatment
202203383.json,nanofibrillated cellulose
202203383.json,paper
202203383.json,pore size
202203383.json,Water hyacinth
202203384.json,Affective job disruption
202203384.json,Deviant behavior
202203384.json,Division of work
202203384.json,Informal employees
202203384.json,Inter-role conflict
202203384.json,Lao PDR
202203384.json,Precarious employment
202203385.json,Counterfeit luxury handbags
202203385.json,Deep learning
202203385.json,Image classification
202203386.json,Drug repurposing
202203386.json,Drug-target associations
202203386.json,Forward selection algorithm
202203386.json,Heterogeneous network
202203386.json,Network propagation
202203386.json,Similarity measures
202203387.json,Colorimetric assay using a transparency-based analytical device for salbutamol determination
202203387.json,Colorimetric detection
202203387.json,Potassium permanganate
202203387.json,Redox reaction
202203387.json,Salbutamol
202203387.json,Transparency-based analytical device
202203388.json,optical wireless communication
202203388.json,pre-equalizer
202203388.json,Sallen-Key high pass filter
202203389.json,ABE fermentation
202203389.json,Activated carbon
202203389.json,Biochar
202203389.json,Carbonized biomass
202203389.json,Immobilization
202203391.json,agreement processing
202203391.json,crosslinguistic influence
202203391.json,distance
202203391.json,second language acquisition
202203391.json,working memory
202203392.json,deep learning
202203392.json,electroencephalography
202203392.json,machine learning
202203392.json,nonconvulsive seizure
202203392.json,sequential model
202203393.json,dye-encapsulated ethyl cellulose nanosensors
202203393.json,fluorescence sensor
202203393.json,helicene dyes
202203393.json,long-chain aldehyde
202203393.json,self-assembly nanoparticles
202203394.json,Artificial neural networks
202203394.json,attention mechanism
202203394.json,recommender systems
202203395.json,Farmer communities
202203395.json,Information and communication technology
202203395.json,Knowledge sharing
202203395.json,Rural agricultural
202203396.json,Built-up area
202203396.json,GIS
202203396.json,Regional study
202203396.json,Remote sensing
202203396.json,Thailand
202203397.json,Bio-oil
202203397.json,Bioethanol
202203397.json,Biohydrogen
202203397.json,Cyanobacteria
202203397.json,Feedstocks
202203397.json,Fermentation
202203397.json,Pyrolysis
202203397.json,Zeolites
202203398.json,Blockchain
202203398.json,business process management
202203398.json,smart contracts
202203398.json,trust assurance
202203399.json,Amplitude shaping
202203399.json,o-band transmission
202203399.json,optical amplifier
202203399.json,optical code division multiplexing
202203399.json,pulse amplitude modulation
202203400.json,Gut barrier defect
202203400.json,High-fat diet
202203400.json,Lupus
202203400.json,Obesity
202203400.json,Systemic inflammation
202203401.json,Pulmonary cysticercosis
202203401.json,Pulmonary nodule
202203402.json,carbon capture
202203402.json,carbon storage
202203402.json,failure mode and effect analysis
202203402.json,FMEA
202203402.json,petroleum refinery
202203403.json,Al-Roomi equation
202203403.json,Ronningsen equation
202203403.json,Wax appearance temperature
202203403.json,Wax inhibitor
202203403.json,Waxy crude oil
202203404.json,Affecting factors
202203404.json,Eastern economic corridor
202203404.json,New houses
202203404.json,Price offers
202203404.json,Thailand
202203405.json,combined economic emission dispatch
202203405.json,convex relaxation
202203405.json,energy management system (EMS)
202203405.json,Mae Hong Son microgrid
202203405.json,model predictive control (MPC)
202203405.json,optimal power flow (OPF)
202203405.json,second order cone programming
202203407.json,Antibacterial
202203407.json,MCF-7 cell line
202203407.json,Nanosheets
202203407.json,P. sajor caju
202203407.json,rGO
202203408.json,Acanthaceae
202203408.json,diabetes
202203408.json,napthoquinone
202203408.json,Thunbergia
202203408.json,α-glucosidase
202203409.json,Breast cancer
202203409.json,dynamic postural stability
202203409.json,pressure measurement platform
202203409.json,static postural stability
202203409.json,Taxane-based chemotherapy
202203410.json,Asc
202203410.json,Chorionic gonadotropin subunit 3
202203410.json,Diagnostic value
202203410.json,Nucleolar protein 56
202203410.json,Promoter methylation
202203410.json,Us
202203411.json,Cervical cytology
202203411.json,Global methylation
202203411.json,Hrhpv
202203411.json,Sil
202203412.json,external motivation factors
202203412.json,FITs
202203412.json,free independent travellers
202203412.json,Generation X
202203412.json,internal motivation factors
202203412.json,tourist characteristics
202203413.json,Dystonic tremor
202203413.json,Essential tremor
202203413.json,Neuroimaging
202203413.json,Tremor
202203416.json,antioxidant
202203416.json,chitosan
202203416.json,CHOP
202203416.json,ER stress
202203416.json,ROS
202203416.json,shrimp shell
202203419.json,crop production
202203419.json,decision tree regression
202203419.json,prediction algorithm
202203419.json,Random forest regression
202203420.json,sign language with MediaPipe
202203420.json,Thai Sign language
202203420.json,Thai Sign language interpretation
202203422.json,centrifugal compressor
202203422.json,ensemble model
202203422.json,fault detection
202203422.json,fault identification
202203423.json,baseline wander
202203423.json,handheld ECG
202203423.json,motion artefact
202203423.json,Savitzky-Golay filter
202203423.json,wavelet-based weighted percentage root mean square difference (WWPRD)
202203424.json,chronic fatigue syndrome
202203424.json,depression
202203424.json,hypoxia
202203424.json,inflammation
202203424.json,long COVID-19
202203424.json,neuro-immune
202203424.json,psychiatry
202203425.json,bit error rate
202203425.json,Eco-friendly technology
202203425.json,multiple input multiple output
202203425.json,smart cities
202203425.json,visible light communication
202203426.json,Folk poetry
202203426.json,Jose garcia villa
202203426.json,Material poetics
202203426.json,New materialism
202203426.json,Onomatopoeia
202203426.json,Philippine vernacular
202203426.json,Tropical materialism
202203427.json,component
202203427.json,formatting
202203427.json,ins Virtual reality
202203427.json,pandemic situation
202203427.json,style
202203427.json,styling
202203427.json,unity
202203427.json,virtual reconstruction
202203429.json,Internet of Things
202203429.json,IoTs
202203429.json,LoRa
202203429.json,LoRaWAN
202203429.json,Node-RED
202203429.json,Precision agriculture
202203429.json,Smart farming
202203430.json,artificial intelligence
202203430.json,deep learning
202203430.json,LSTM autoencoder
202203430.json,novelty detection
202203430.json,predictive maintenance
202203430.json,rolling bearing
202203431.json,Electrosense
202203431.json,Radio spectrogram
202203431.json,Signal-to-Noise Ratio (SNR)
202203431.json,Spectrum monitoring
202203431.json,YOLO
202203432.json,Atrial fibrillation
202203432.json,ECG signal processing
202203432.json,image classification
202203432.json,MobileNetV2
202203433.json,Electromagnetic fields
202203433.json,High frequency
202203433.json,Spiral coil
202203433.json,Wireless induction
202203434.json,Animist materialism
202203434.json,Decolonization
202203434.json,Material poetics
202203434.json,New materialism
202203434.json,Ontological turn
202203434.json,Poiesis
202203434.json,Posthumanism
202203434.json,Tropical materialisms
202203435.json,Delay Awareness Routing
202203435.json,Fault-Tolerant
202203435.json,GNS3
202203435.json,Internet of Things
202203435.json,Mininet-WiFi
202203435.json,Software-Defined Networking
202203438.json,resin composite
202203438.json,resin-modified glass-ionomer cement
202203438.json,silane coupling agent
202203438.json,universal adhesive
202203439.json,Behaviour and Reasoning Description Language (BRDL)
202203439.json,Formal methods
202203439.json,Semantic memory
202203439.json,Short-term memory
202203439.json,Working memory
202203440.json,general potential
202203440.json,perfect fluid spheres
202203440.json,quasinormal frequencies
202203440.json,reflection probability
202203440.json,transmission probability
202203441.json,Conditional Value-at-Risk (CVaR)
202203441.json,Derivatives markets
202203441.json,Gaussian Quadrature
202203441.json,Portfolio optimization
202203441.json,Variance Gamma process
202203442.json,COVID-19
202203442.json,Forecasting
202203442.json,Natural Cubic Spline
202203442.json,South and South-East Asian
202203443.json,contingency tables
202203443.json,EM algorithm
202203443.json,incomplete data
202203443.json,test of independence
202203443.json,uncertain data
202203444.json,Bajau
202203444.json,co-management
202203444.json,coastal management
202203444.json,marine conservation
202203444.json,sea nomads
202203444.json,Wakatobi
202203445.json,Adaptive Boosting
202203445.json,Beyond the Standard Model
202203445.json,Compact Muon Solenoid
202203445.json,Decision Tree
202203445.json,Higgs bosons
202203445.json,Neural Networks
202203445.json,Random Forest
202203446.json,Benzoxazine
202203446.json,Light responsiveness
202203446.json,Rotaxane
202203446.json,Supramolecule
202203448.json,Fiber cement
202203448.json,Hydration reaction
202203448.json,Low embodied energy
202203448.json,Moisture curing
202203448.json,Tobermorite
202203449.json,Desalination
202203449.json,Graphene
202203449.json,Hydrophilicity
202203449.json,Hydrophobicity
202203449.json,Membranes
202203450.json,Feedstock
202203450.json,Polyethylene glycol
202203450.json,Powder injection moulding
202203450.json,Silver
202203451.json,Bioindicator
202203451.json,Coastal health
202203451.json,Gill
202203451.json,Histopathology
202203451.json,Sand crab
202203452.json,Four noble truths
202203452.json,Mental health
202203452.json,Problem-solving
202203452.json,Qualitative study
202203452.json,Undergraduate students
202203453.json,2-person game
202203453.json,combinatorial game
202203453.json,game on graph
202203453.json,impartial game
202203453.json,shadow strategy
202203453.json,symmetric plane graph
202203453.json,Unshackle game
202203453.json,winning strategy
202203454.json,Beijing strain
202203454.json,drug resistance
202203454.json,Mycobacterium tuberculosis
202203454.json,RNA-Seq
202203454.json,Tuberculosis
202203455.json,apoptosis
202203455.json,chrysin
202203455.json,invasion
202203455.json,migration
202203455.json,oral squamous cell carcinoma
202203455.json,proliferation
202203456.json,chessboard
202203456.json,closed knight’s tour
202203456.json,Hamiltonian cycle
202203456.json,Hamiltonian path
202203456.json,legal knight’s move
202203456.json,open knight’s tour
202203457.json,Collaborative control theory (CCT)
202203457.json,Cyber collaborative protocols
202203457.json,Disruptions
202203457.json,Supply networks
202203457.json,Task administration protocols
202203459.json,aging
202203459.json,Australia
202203459.json,gay and bisexual
202203459.json,HIV
202203459.json,men
202203459.json,physical
202203459.json,physical function
202203459.json,physical function limitation
202203460.json,"Memory, Short-Term"
202203460.json,Mental Status and Dementia Tests
202203460.json,Neurobehavioral Manifestations
202203460.json,Reproducibility of Results
202203461.json,Arizona Sexual Experiences Scale
202203461.json,ASEX
202203461.json,Mental disorder
202203461.json,Psychiatric disorder
202203461.json,Sexual dysfunction
202203461.json,Thai
202203462.json,collaboration
202203462.json,degrowth
202203462.json,essay
202203462.json,planning
202203462.json,urban shrinking
202203463.json,adaptive thresholding
202203463.json,image segmentation
202203463.json,plaque assay
202203463.json,watershed segmentation
202203464.json,Cyanoacrylate
202203464.json,Fluoride release
202203464.json,Fluoride varnish
202203465.json,Gerridae
202203465.json,Microanatomy
202203465.json,Organs
202203465.json,Thailand
202203465.json,Water-Strider Insect
202203466.json,community learning centers
202203466.json,Community participation
202203466.json,guidelines
202203466.json,lifelong learning
202203466.json,lifelong learning centers
202203467.json,Adaptation
202203467.json,differential evolution
202203467.json,Internet of Everything
202203467.json,multi-objective evolutionary algorithms
202203468.json,Cerium oxide
202203468.json,Chemical mechanical polishing
202203468.json,Diamond paste
202203468.json,Lithium disilicate
202203468.json,Polishing paste
202203469.json,Computational fluid dynamics
202203469.json,Hydrodynamic
202203469.json,Immiscible liquid-liquid stirred tank
202203469.json,Mixing time
202203469.json,Scale up
202203470.json,Biomechanics
202203470.json,Carbon steel
202203470.json,Endodontic files
202203470.json,Endodontic instruments
202203470.json,Hand instruments
202203470.json,NiTi alloy
202203470.json,Stainless steel
202203470.json,Surface modifications
202203471.json,Electrodiagnostic study
202203471.json,Guillain-Barre syndrome
202203471.json,Sensory nerve conduction study
202203471.json,Sural-sparing
202203472.json,Acinetobacter baumannii
202203472.json,carbapenemase
202203472.json,cat
202203472.json,dog
202203472.json,multi-lineages
202203475.json,natural language processing
202203475.json,text classification
202203475.json,transformer
202203475.json,virtual adversarial training
202203476.json,Endurance performance
202203476.json,Highly branched cyclic dextrin
202203476.json,Marathon runner
202203476.json,Sport drinks
202203477.json,atherogenicity
202203477.json,biomarkers
202203477.json,Diabetes mellitus
202203477.json,inflammation
202203477.json,insulin resistance
202203478.json,Business performance
202203478.json,Family-owned SMEs
202203478.json,Social media business networks
202203478.json,Treatment effect analysis
202203479.json,Bird diversity
202203479.json,ecological functions
202203479.json,ecosystem services
202203479.json,green space
202203479.json,microhabitats
202203480.json,Acute kidney injury
202203480.json,AKI
202203480.json,biomarkers
202203480.json,perioperative
202203480.json,prevention
202203480.json,surgery
202203481.json,Children
202203481.json,Intracranial germ cell tumors
202203481.json,Kras
202203481.json,Mutation
202203481.json,Thai
202203482.json,96- Well plate
202203482.json,Dynamic thresholding
202203482.json,ELISpot assay
202203482.json,k-mean clustering
202203482.json,Viral plaque assay
202203482.json,Well-plate
202203483.json,marine natural products
202203483.json,sesterterpenes
202203483.json,structure-activity relationship
202203483.json,tuberculosis
202203484.json,attitude
202203484.json,community pharmacy
202203484.json,complementary medicine
202203484.json,knowledge
202203484.json,practice
202203485.json,algae
202203485.json,extremophile
202203485.json,hot spring
202203485.json,Tattapani AK
202203485.json,thermophilic cyanobacteria
202203487.json,Biofilm
202203487.json,Heterotrophic bacteria
202203487.json,Schmutzdecke
202203487.json,Slow sand filters.
202203488.json,Cone-Beam Computed Tomography
202203488.json,Dimensional Measurement Accuracy
202203488.json,Orbit
202203488.json,Printing
202203488.json,Three-Dimensional
202203489.json,geriatric dentistry
202203489.json,health promotion
202203489.json,oral function
202203489.json,oral health
202203489.json,self-reported oral health
202203490.json,CRISPR-Cas9
202203490.json,Influenza
202203490.json,Interferon
202203490.json,IRF7
202203490.json,MDCK
202203490.json,Vaccine production
202203492.json,Carbamates
202203492.json,dermal exposure
202203492.json,health risk
202203492.json,non-carcinogenic
202203492.json,toddlers
202203493.json,aging
202203493.json,CIIC
202203493.json,Community-Integrated Intermediary Care
202203493.json,health-related quality of life
202203493.json,HRQOL
202203493.json,Thailand
202203494.json,Battery Energy Storage System
202203494.json,Conventional Generation
202203494.json,Operating Costs
202203494.json,Ramp Rate
202203494.json,Variable Renewable Energy
202203495.json,ACOSOG Z0011
202203495.json,breast cancer
202203495.json,intraoperative frozen section analysis
202203495.json,sentinel lymph node biopsy
202203497.json,Bioactivity
202203497.json,Combustion
202203497.json,Fuel
202203497.json,Scaffold
202203497.json,Sol-gel
202203497.json,Sr2SiO4
202203497.json,Strontium orthosilicate
202203498.json,board independence
202203498.json,chairman–CEO duality
202203498.json,Corporate governance
202203498.json,family ownership
202203498.json,firm’s performance
202203498.json,moderating effects
202203499.json,bioactive peptides
202203499.json,biological activities
202203499.json,common bean
202203499.json,functionality
202203499.json,health-promoting activity
202203499.json,protein hydrolysate
202203499.json,Vigna bean
202203501.json,Malaysia
202203501.json,meningococcal disease
202203501.json,meningococcal vaccines
202203501.json,Philippines
202203501.json,Thailand
202203501.json,Vietnam
202203502.json,Convex profile
202203502.json,Incisor retraction
202203502.json,Lip changes
202203503.json,discomfort
202203503.json,endodontic task
202203503.json,endodontist
202203503.json,musculoskeletal disorder
202203503.json,posture
202203505.json,cerium oxide
202203505.json,chemical–mechanical polishing
202203505.json,lithium disilicate
202203505.json,polishing paste
202203506.json,Maximum pressure transmission
202203506.json,Shore a hardness
202203506.json,Soft lining material
202203507.json,Dental cement
202203507.json,Implant abutments
202203507.json,Polyetheretherketone
202203507.json,Retention
202203508.json,Biodiversity
202203508.json,malacofauna
202203508.json,systematics
202203508.json,taxonomy
202203508.json,“prosobranch”
202203509.json,Aging process
202203509.json,Denture lining material
202203509.json,Physical property
202203510.json,Architectural concept design
202203510.json,Design for manufacture and assembly
202203510.json,Design meetings
202203510.json,Ethnography study
202203510.json,Knowledge management
202203510.json,Knowledge-to-action framework
202203511.json,Bioinformatics
202203511.json,Evolutionary direction
202203511.json,Specialists and generalists
202203511.json,State-dependent evolution
202203511.json,Trait evolution
202203512.json,Challenges
202203512.json,Computer-aided synthesis
202203512.json,Design of processes
202203512.json,Feedstocks
202203512.json,Future direction
202203512.json,Perspectives
202203512.json,Processing technology
202203512.json,Products
202203512.json,Unit operations
202203513.json,Coi
202203513.json,Gonopod
202203513.json,Monophyly
202203513.json,Synapomorphy
202203518.json,antiinfective plants
202203518.json,DNA barcoding
202203518.json,Embelia ribes
202203518.json,Picrorhiza kurroa
202203518.json,Saussurea costus
202203518.json,Swertia chirayita
202203518.json,traditional medicines
202203519.json,Antibiotics
202203519.json,Enzymes
202203519.json,Food and feed additives
202203519.json,Lignocellulosic feed stocks
202203519.json,Polysaccharides
202203520.json,Biorefinery
202203520.json,Process design
202203520.json,Pulp and paper industry
202203520.json,Superstructure
202203520.json,Sustainable development
202203521.json,extensive reading
202203521.json,out-of-class learning
202203521.json,perceived reading self-efficacy
202203521.json,underserved students
202203522.json,instructional model
202203522.json,instructional model development
202203522.json,nursing innovation
202203523.json,cognitive radio
202203523.json,feature importance
202203523.json,internet of things
202203523.json,IoT
202203523.json,kernel scale value
202203523.json,large margin classifier
202203523.json,machine learning
202203523.json,OFDM
202203523.json,orthogonal frequency division multiplexing
202203523.json,PCA
202203523.json,principal component analysis
202203523.json,spectrum scarcity
202203523.json,spectrum sensing
202203523.json,support vector machine
202203523.json,SVM
202203525.json,communication
202203525.json,COVID-19
202203525.json,credibility
202203525.json,fake news
202203525.json,Thailand
202203525.json,trust
202203526.json,bacteriostatic effect
202203526.json,bicistronic vector
